timestamp,framework,dataset,model,variant,graph_format,feature_set,seed,split,selection,selected_epoch,epoch,batch_size,hidden_dim,num_layer,num_head,readout,num_mlp_layer,node_feature_dim,edge_feature_dim,valid_auroc,valid_auprc,test_auroc,test_auprc
2026-06-17T14:18:18,MindSpore,bace,gin,torchdrug_like,edge_list,torchdrug_default,0,scaffold,best_valid_auroc,86,100,256,256,4,4,sum,1,67,20,0.7322344322344323,0.9495064164836811,0.6852721265866806,0.6831663235929469
2026-06-17T14:21:15,MindSpore,bace,gat,torchdrug_like,edge_list,torchdrug_default,0,scaffold,best_valid_auroc,80,100,256,256,4,4,sum,1,67,20,0.6941391941391942,0.9370692473617415,0.7725612936880543,0.7584828609127314
2026-06-17T14:48:44,MindSpore,hiv,gin,torchdrug_like,edge_list,torchdrug_default,0,random,best_valid_auroc,95,100,512,256,4,4,sum,1,67,18,0.8722924226437108,0.5284963849911618,0.7857917446691932,0.41492276255244454
2026-06-17T15:47:21,MindSpore,hiv,gat,torchdrug_like,edge_list,torchdrug_default,0,random,best_valid_auroc,73,100,512,256,4,4,sum,1,67,18,0.8584673718163179,0.4998308353380413,0.7649098975693652,0.35979431071205653
